gene,species,genome_size_mb,ploidy,n_guides,total_ot,genic_ot,intergenic_ot,unannotated_ot,fraction_genic,total_ot_per_guide,genic_ot_per_guide,intergenic_ot_per_guide
EF-Tu,Aegilops tauschii,4200,diploid,11,2443,152,2291,0,0.0622,222.09,13.82,208.27
EF-Tu,Arabidopsis thaliana,135,diploid,12,100,72,28,0,0.72,8.33,6.0,2.33
EF-Tu,Asparagus officinalis,1200,diploid,14,2779,561,2218,0,0.2019,198.5,40.07,158.43
EF-Tu,Beta vulgaris,558,diploid,13,873,285,588,0,0.3265,67.15,21.92,45.23
EF-Tu,Brachypodium distachyon,355,diploid,12,197,96,101,0,0.4873,16.42,8.0,8.42
EF-Tu,Brassica napus,976,tetraploid,11,560,298,262,0,0.5321,50.91,27.09,23.82
EF-Tu,Brassica rapa,353,diploid,11,250,144,106,0,0.576,22.73,13.09,9.64
EF-Tu,Camelina sativa,785,hexaploid,13,548,251,297,0,0.458,42.15,19.31,22.85
EF-Tu,Ceratopteris richardii,7400,diploid,13,7457,380,7077,0,0.051,573.62,29.23,544.38
EF-Tu,Chenopodium quinoa,1300,tetraploid,9,1169,249,920,0,0.213,129.89,27.67,102.22
EF-Tu,Cicer arietinum,740,diploid,8,312,96,216,0,0.3077,39.0,12.0,27.0
EF-Tu,Coffea canephora,569,diploid,10,423,117,306,0,0.2766,42.3,11.7,30.6
EF-Tu,Corylus avellana,378,diploid,11,637,219,418,0,0.3438,57.91,19.91,38.0
EF-Tu,Cucumis sativus,367,diploid,15,996,343,653,0,0.3444,66.4,22.87,43.53
EF-Tu,Daucus carota,430,diploid,12,390,178,212,0,0.4564,32.5,14.83,17.67
EF-Tu,Eleusine coracana,1100,tetraploid,7,477,82,395,0,0.1719,68.14,11.71,56.43
EF-Tu,Eruca vesicaria,851,diploid,13,401,38,363,0,0.0948,30.85,2.92,27.92
EF-Tu,Fragaria ananassa,806,octoploid,13,1392,624,768,0,0.4483,107.08,48.0,59.08
EF-Tu,Glycine max,1115,diploid,9,932,234,698,0,0.2511,103.56,26.0,77.56
EF-Tu,Gossypium hirsutum,2300,tetraploid,12,1593,196,1397,0,0.123,132.75,16.33,116.42
EF-Tu,Helianthus annuus,3000,diploid,16,3837,245,3592,0,0.0639,239.81,15.31,224.5
EF-Tu,Hordeum vulgare,5100,diploid,10,1036,84,952,0,0.0811,103.6,8.4,95.2
EF-Tu,Lactuca sativa,2600,diploid,13,2246,132,2114,0,0.0588,172.77,10.15,162.62
EF-Tu,Lotus japonicus,554,diploid,13,3192,318,2874,0,0.0996,245.54,24.46,221.08
EF-Tu,Lupinus angustifolius,924,diploid,11,1350,328,1022,0,0.243,122.73,29.82,92.91
EF-Tu,Malus domestica,703,diploid,12,550,175,375,0,0.3182,45.83,14.58,31.25
EF-Tu,Manihot esculenta,750,diploid,10,352,164,188,0,0.4659,35.2,16.4,18.8
EF-Tu,Miscanthus sinensis,2080,diploid,7,804,117,687,0,0.1455,114.86,16.71,98.14
EF-Tu,Musa acuminata,523,diploid,12,378,208,170,0,0.5503,31.5,17.33,14.17
EF-Tu,Panicum miliaceum,835,diploid,8,365,128,237,0,0.3507,45.62,16.0,29.62
EF-Tu,Paspalum notatum,513,diploid,8,365,95,270,0,0.2603,45.62,11.88,33.75
EF-Tu,Phaseolus vulgaris,530,diploid,8,201,68,133,0,0.3383,25.12,8.5,16.62
EF-Tu,Pisum sativum,4450,diploid,10,4037,119,3918,0,0.0295,403.7,11.9,391.8
EF-Tu,Populus deltoides,425,diploid,11,342,149,193,0,0.4357,31.09,13.55,17.55
EF-Tu,Populus trichocarpa,480,diploid,11,270,123,147,0,0.4556,24.55,11.18,13.36
EF-Tu,Prunus persica,272,diploid,11,244,108,136,0,0.4426,22.18,9.82,12.36
EF-Tu,Rubus occidentalis,240,diploid,12,325,170,155,0,0.5231,27.08,14.17,12.92
EF-Tu,Setaria viridis,397,diploid,8,218,73,145,0,0.3349,27.25,9.12,18.12
EF-Tu,Solanum lycopersicum,824,diploid,11,841,125,716,0,0.1486,76.45,11.36,65.09
EF-Tu,Solanum tuberosum,1653,tetraploid,10,902,118,784,0,0.1308,90.2,11.8,78.4
EF-Tu,Sorghum bicolor,709,diploid,7,145,51,94,0,0.3517,20.71,7.29,13.43
EF-Tu,Spinacia oleracea,989,diploid,11,754,220,534,0,0.2918,68.55,20.0,48.55
EF-Tu,Thlaspi arvense,539,diploid,12,349,72,277,0,0.2063,29.08,6.0,23.08
EF-Tu,Vicia faba,11900,diploid,10,10380,110,10270,0,0.0106,1038.0,11.0,1027.0
EF-Tu,Vigna unguiculata,641,diploid,8,254,89,165,0,0.3504,31.75,11.12,20.62
EF-Tu,Vitis vinifera,486,diploid,10,371,138,233,0,0.372,37.1,13.8,23.3
EF-Tu,Zea mays,2500,diploid,9,1472,106,1366,0,0.072,163.56,11.78,151.78
RPB2,Aegilops tauschii,4200,diploid,8,3524,118,3406,0,0.0335,440.5,14.75,425.75
RPB2,Arabidopsis thaliana,135,diploid,11,125,83,42,0,0.664,11.36,7.55,3.82
RPB2,Asparagus officinalis,1200,diploid,9,385,138,247,0,0.3584,42.78,15.33,27.44
RPB2,Beta vulgaris,558,diploid,9,338,93,245,0,0.2751,37.56,10.33,27.22
RPB2,Brachypodium distachyon,355,diploid,9,234,91,143,0,0.3889,26.0,10.11,15.89
RPB2,Brassica napus,976,tetraploid,8,204,105,99,0,0.5147,25.5,13.12,12.38
RPB2,Brassica rapa,353,diploid,8,129,77,52,0,0.5969,16.12,9.62,6.5
RPB2,Camelina sativa,785,hexaploid,9,335,149,186,0,0.4448,37.22,16.56,20.67
RPB2,Ceratopteris richardii,7400,diploid,8,7988,224,7764,0,0.028,998.5,28.0,970.5
RPB2,Chenopodium quinoa,1300,tetraploid,8,1698,355,1343,0,0.2091,212.25,44.38,167.88
RPB2,Cicer arietinum,740,diploid,10,317,123,194,0,0.388,31.7,12.3,19.4
RPB2,Coffea canephora,569,diploid,4,59,17,42,0,0.2881,14.75,4.25,10.5
RPB2,Corylus avellana,378,diploid,10,249,134,115,0,0.5382,24.9,13.4,11.5
RPB2,Cucumis sativus,367,diploid,7,106,46,60,0,0.434,15.14,6.57,8.57
RPB2,Daucus carota,430,diploid,9,261,108,153,0,0.4138,29.0,12.0,17.0
RPB2,Eleusine coracana,1100,tetraploid,7,656,94,562,0,0.1433,93.71,13.43,80.29
RPB2,Eruca vesicaria,851,diploid,9,186,13,173,0,0.0699,20.67,1.44,19.22
RPB2,Fragaria ananassa,806,octoploid,9,345,208,137,0,0.6029,38.33,23.11,15.22
RPB2,Glycine max,1115,diploid,7,465,153,312,0,0.329,66.43,21.86,44.57
RPB2,Gossypium hirsutum,2300,tetraploid,6,541,87,454,0,0.1608,90.17,14.5,75.67
RPB2,Helianthus annuus,3000,diploid,7,1100,72,1028,0,0.0655,157.14,10.29,146.86
RPB2,Hordeum vulgare,5100,diploid,8,990,93,897,0,0.0939,123.75,11.62,112.12
RPB2,Lactuca sativa,2600,diploid,9,875,69,806,0,0.0789,97.22,7.67,89.56
RPB2,Lotus japonicus,554,diploid,8,329,111,218,0,0.3374,41.12,13.88,27.25
RPB2,Lupinus angustifolius,924,diploid,6,426,108,318,0,0.2535,71.0,18.0,53.0
RPB2,Malus domestica,703,diploid,10,1125,79,1046,0,0.0702,112.5,7.9,104.6
RPB2,Manihot esculenta,750,diploid,8,349,128,221,0,0.3668,43.62,16.0,27.62
RPB2,Miscanthus sinensis,2080,diploid,7,800,187,613,0,0.2338,114.29,26.71,87.57
RPB2,Musa acuminata,523,diploid,6,57,39,18,0,0.6842,9.5,6.5,3.0
RPB2,Panicum miliaceum,835,diploid,7,377,124,253,0,0.3289,53.86,17.71,36.14
RPB2,Paspalum notatum,513,diploid,7,281,117,164,0,0.4164,40.14,16.71,23.43
RPB2,Phaseolus vulgaris,530,diploid,9,319,96,223,0,0.3009,35.44,10.67,24.78
RPB2,Pisum sativum,4450,diploid,10,2378,77,2301,0,0.0324,237.8,7.7,230.1
RPB2,Populus deltoides,425,diploid,8,189,75,114,0,0.3968,23.62,9.38,14.25
RPB2,Populus trichocarpa,480,diploid,8,185,63,122,0,0.3405,23.12,7.88,15.25
RPB2,Prunus persica,272,diploid,9,203,77,126,0,0.3793,22.56,8.56,14.0
RPB2,Rubus occidentalis,240,diploid,9,221,42,179,0,0.19,24.56,4.67,19.89
RPB2,Setaria viridis,397,diploid,7,131,37,94,0,0.2824,18.71,5.29,13.43
RPB2,Solanum lycopersicum,824,diploid,7,328,83,245,0,0.253,46.86,11.86,35.0
RPB2,Solanum tuberosum,1653,tetraploid,8,349,96,253,0,0.2751,43.62,12.0,31.62
RPB2,Sorghum bicolor,709,diploid,7,223,81,142,0,0.3632,31.86,11.57,20.29
RPB2,Spinacia oleracea,989,diploid,8,751,142,609,0,0.1891,93.88,17.75,76.12
RPB2,Thlaspi arvense,539,diploid,10,154,44,110,0,0.2857,15.4,4.4,11.0
RPB2,Vicia faba,11900,diploid,12,9876,158,9718,0,0.016,823.0,13.17,809.83
RPB2,Vigna unguiculata,641,diploid,9,478,142,336,0,0.2971,53.11,15.78,37.33
RPB2,Vitis vinifera,486,diploid,9,270,106,164,0,0.3926,30.0,11.78,18.22
RPB2,Zea mays,2500,diploid,7,740,74,666,0,0.1,105.71,10.57,95.14
RPL40B,Aegilops tauschii,4200,diploid,6,7798,894,6904,0,0.1146,1299.67,149.0,1150.67
RPL40B,Arabidopsis thaliana,135,diploid,10,291,263,28,0,0.9038,29.1,26.3,2.8
RPL40B,Asparagus officinalis,1200,diploid,10,1222,291,931,0,0.2381,122.2,29.1,93.1
RPL40B,Beta vulgaris,558,diploid,13,1171,388,783,0,0.3313,90.08,29.85,60.23
RPL40B,Brachypodium distachyon,355,diploid,6,462,265,197,0,0.5736,77.0,44.17,32.83
RPL40B,Brassica napus,976,tetraploid,8,1467,955,512,0,0.651,183.38,119.38,64.0
RPL40B,Brassica rapa,353,diploid,11,698,516,182,0,0.7393,63.45,46.91,16.55
RPL40B,Camelina sativa,785,hexaploid,12,1394,439,955,0,0.3149,116.17,36.58,79.58
RPL40B,Ceratopteris richardii,7400,diploid,12,7356,832,6524,0,0.1131,613.0,69.33,543.67
RPL40B,Chenopodium quinoa,1300,tetraploid,12,1508,616,892,0,0.4085,125.67,51.33,74.33
RPL40B,Cicer arietinum,740,diploid,18,1408,479,929,0,0.3402,78.22,26.61,51.61
RPL40B,Coffea canephora,569,diploid,11,1125,520,605,0,0.4622,102.27,47.27,55.0
RPL40B,Corylus avellana,378,diploid,9,530,286,244,0,0.5396,58.89,31.78,27.11
RPL40B,Cucumis sativus,367,diploid,11,278,195,83,0,0.7014,25.27,17.73,7.55
RPL40B,Daucus carota,430,diploid,14,940,540,400,0,0.5745,67.14,38.57,28.57
RPL40B,Eleusine coracana,1100,tetraploid,6,817,486,331,0,0.5949,136.17,81.0,55.17
RPL40B,Eruca vesicaria,851,diploid,7,473,29,444,0,0.0613,67.57,4.14,63.43
RPL40B,Fragaria ananassa,806,octoploid,9,1174,397,777,0,0.3382,130.44,44.11,86.33
RPL40B,Glycine max,1115,diploid,12,2543,612,1931,0,0.2407,211.92,51.0,160.92
RPL40B,Gossypium hirsutum,2300,tetraploid,11,2496,642,1854,0,0.2572,226.91,58.36,168.55
RPL40B,Helianthus annuus,3000,diploid,10,2256,512,1744,0,0.227,225.6,51.2,174.4
RPL40B,Hordeum vulgare,5100,diploid,7,1928,529,1399,0,0.2744,275.43,75.57,199.86
RPL40B,Lactuca sativa,2600,diploid,10,2994,351,2643,0,0.1172,299.4,35.1,264.3
RPL40B,Lotus japonicus,554,diploid,13,768,435,333,0,0.5664,59.08,33.46,25.62
RPL40B,Lupinus angustifolius,924,diploid,14,2598,465,2133,0,0.179,185.57,33.21,152.36
RPL40B,Malus domestica,703,diploid,9,842,426,416,0,0.5059,93.56,47.33,46.22
RPL40B,Manihot esculenta,750,diploid,12,1087,392,695,0,0.3606,90.58,32.67,57.92
RPL40B,Miscanthus sinensis,2080,diploid,11,1663,803,860,0,0.4829,151.18,73.0,78.18
RPL40B,Musa acuminata,523,diploid,7,365,254,111,0,0.6959,52.14,36.29,15.86
RPL40B,Panicum miliaceum,835,diploid,6,1025,537,488,0,0.5239,170.83,89.5,81.33
RPL40B,Paspalum notatum,513,diploid,6,587,419,168,0,0.7138,97.83,69.83,28.0
RPL40B,Phaseolus vulgaris,530,diploid,12,716,238,478,0,0.3324,59.67,19.83,39.83
RPL40B,Pisum sativum,4450,diploid,13,3405,317,3088,0,0.0931,261.92,24.38,237.54
RPL40B,Populus deltoides,425,diploid,13,1303,545,758,0,0.4183,100.23,41.92,58.31
RPL40B,Populus trichocarpa,480,diploid,13,1158,549,609,0,0.4741,89.08,42.23,46.85
RPL40B,Prunus persica,272,diploid,10,393,274,119,0,0.6972,39.3,27.4,11.9
RPL40B,Rubus occidentalis,240,diploid,9,361,107,254,0,0.2964,40.11,11.89,28.22
RPL40B,Setaria viridis,397,diploid,6,531,360,171,0,0.678,88.5,60.0,28.5
RPL40B,Solanum lycopersicum,824,diploid,15,1862,407,1455,0,0.2186,124.13,27.13,97.0
RPL40B,Solanum tuberosum,1653,tetraploid,13,1642,482,1160,0,0.2935,126.31,37.08,89.23
RPL40B,Sorghum bicolor,709,diploid,6,734,353,381,0,0.4809,122.33,58.83,63.5
RPL40B,Spinacia oleracea,989,diploid,16,1458,498,960,0,0.3416,91.12,31.12,60.0
RPL40B,Thlaspi arvense,539,diploid,10,579,241,338,0,0.4162,57.9,24.1,33.8
RPL40B,Vicia faba,11900,diploid,11,16625,249,16376,0,0.015,1511.36,22.64,1488.73
RPL40B,Vigna unguiculata,641,diploid,12,463,231,232,0,0.4989,38.58,19.25,19.33
RPL40B,Vitis vinifera,486,diploid,9,434,271,163,0,0.6244,48.22,30.11,18.11
RPL40B,Zea mays,2500,diploid,8,678,221,457,0,0.326,84.75,27.62,57.12
RDR1,Aegilops tauschii,4200,diploid,9,3419,134,3285,0,0.0392,379.89,14.89,365.0
RDR1,Arabidopsis thaliana,135,diploid,12,272,125,147,0,0.4596,22.67,10.42,12.25
RDR1,Asparagus officinalis,1200,diploid,13,1899,415,1484,0,0.2185,146.08,31.92,114.15
RDR1,Beta vulgaris,558,diploid,13,1740,473,1267,0,0.2718,133.85,36.38,97.46
RDR1,Brachypodium distachyon,355,diploid,10,268,116,152,0,0.4328,26.8,11.6,15.2
RDR1,Brassica napus,976,tetraploid,8,494,126,368,0,0.2551,61.75,15.75,46.0
RDR1,Brassica rapa,353,diploid,8,149,71,78,0,0.4765,18.62,8.88,9.75
RDR1,Camelina sativa,785,hexaploid,11,857,291,566,0,0.3396,77.91,26.45,51.45
RDR1,Ceratopteris richardii,7400,diploid,9,7164,152,7012,0,0.0212,796.0,16.89,779.11
RDR1,Chenopodium quinoa,1300,tetraploid,15,4163,1018,3145,0,0.2445,277.53,67.87,209.67
RDR1,Cicer arietinum,740,diploid,10,306,112,194,0,0.366,30.6,11.2,19.4
RDR1,Coffea canephora,569,diploid,10,646,181,465,0,0.2802,64.6,18.1,46.5
RDR1,Corylus avellana,378,diploid,15,1839,501,1338,0,0.2724,122.6,33.4,89.2
RDR1,Cucumis sativus,367,diploid,12,111,49,62,0,0.4414,9.25,4.08,5.17
RDR1,Daucus carota,430,diploid,14,1343,341,1002,0,0.2539,95.93,24.36,71.57
RDR1,Eleusine coracana,1100,tetraploid,15,1767,284,1483,0,0.1607,117.8,18.93,98.87
RDR1,Eruca vesicaria,851,diploid,11,1740,35,1705,0,0.0201,158.18,3.18,155.0
RDR1,Fragaria ananassa,806,octoploid,12,1677,566,1111,0,0.3375,139.75,47.17,92.58
RDR1,Glycine max,1115,diploid,14,1743,424,1319,0,0.2433,124.5,30.29,94.21
RDR1,Gossypium hirsutum,2300,tetraploid,15,29052,1661,27391,0,0.0572,1936.8,110.73,1826.07
RDR1,Helianthus annuus,3000,diploid,16,7936,740,7196,0,0.0932,496.0,46.25,449.75
RDR1,Hordeum vulgare,5100,diploid,9,1276,73,1203,0,0.0572,141.78,8.11,133.67
RDR1,Lactuca sativa,2600,diploid,12,1712,122,1590,0,0.0713,142.67,10.17,132.5
RDR1,Lotus japonicus,554,diploid,11,279,110,169,0,0.3943,25.36,10.0,15.36
RDR1,Lupinus angustifolius,924,diploid,13,864,203,661,0,0.235,66.46,15.62,50.85
RDR1,Malus domestica,703,diploid,13,781,204,577,0,0.2612,60.08,15.69,44.38
RDR1,Manihot esculenta,750,diploid,6,178,28,150,0,0.1573,29.67,4.67,25.0
RDR1,Miscanthus sinensis,2080,diploid,11,1790,265,1525,0,0.148,162.73,24.09,138.64
RDR1,Musa acuminata,523,diploid,13,1573,536,1037,0,0.3408,121.0,41.23,79.77
RDR1,Panicum miliaceum,835,diploid,10,327,109,218,0,0.3333,32.7,10.9,21.8
RDR1,Paspalum notatum,513,diploid,9,470,122,348,0,0.2596,52.22,13.56,38.67
RDR1,Phaseolus vulgaris,530,diploid,14,666,189,477,0,0.2838,47.57,13.5,34.07
RDR1,Pisum sativum,4450,diploid,13,1362,53,1309,0,0.0389,104.77,4.08,100.69
RDR1,Populus deltoides,425,diploid,8,519,124,395,0,0.2389,64.88,15.5,49.38
RDR1,Populus trichocarpa,480,diploid,8,520,125,395,0,0.2404,65.0,15.62,49.38
RDR1,Prunus persica,272,diploid,14,887,260,627,0,0.2931,63.36,18.57,44.79
RDR1,Rubus occidentalis,240,diploid,12,331,142,189,0,0.429,27.58,11.83,15.75
RDR1,Setaria viridis,397,diploid,10,451,102,349,0,0.2262,45.1,10.2,34.9
RDR1,Solanum lycopersicum,824,diploid,12,758,155,603,0,0.2045,63.17,12.92,50.25
RDR1,Solanum tuberosum,1653,tetraploid,13,1179,264,915,0,0.2239,90.69,20.31,70.38
RDR1,Sorghum bicolor,709,diploid,10,317,86,231,0,0.2713,31.7,8.6,23.1
RDR1,Spinacia oleracea,989,diploid,11,1043,294,749,0,0.2819,94.82,26.73,68.09
RDR1,Thlaspi arvense,539,diploid,9,243,43,200,0,0.177,27.0,4.78,22.22
RDR1,Vicia faba,11900,diploid,15,13295,78,13217,0,0.0059,886.33,5.2,881.13
RDR1,Vigna unguiculata,641,diploid,12,826,287,539,0,0.3475,68.83,23.92,44.92
RDR1,Vitis vinifera,486,diploid,12,1138,401,737,0,0.3524,94.83,33.42,61.42
RDR1,Zea mays,2500,diploid,10,1638,100,1538,0,0.0611,163.8,10.0,153.8
