gene,species,genome_size_mb,ploidy,n_guides,total_ot,genic_ot,intergenic_ot,unannotated_ot,fraction_genic,total_ot_per_guide,genic_ot_per_guide,intergenic_ot_per_guide
EF-Tu,Beta vulgaris,558,diploid,8,156,56,100,0,0.359,19.5,7.0,12.5
EF-Tu,Brachypodium distachyon,355,diploid,7,120,61,59,0,0.5083,17.14,8.71,8.43
EF-Tu,Brassica napus,976,tetraploid,8,231,156,75,0,0.6753,28.88,19.5,9.38
EF-Tu,Brassica rapa,353,diploid,8,74,62,12,0,0.8378,9.25,7.75,1.5
EF-Tu,Camelina sativa,785,hexaploid,6,148,84,64,0,0.5676,24.67,14.0,10.67
EF-Tu,Ceratopteris richardii,7400,diploid,8,6543,467,6076,0,0.0714,817.88,58.38,759.5
EF-Tu,Chenopodium quinoa,1300,tetraploid,10,361,140,221,0,0.3878,36.1,14.0,22.1
EF-Tu,Cicer arietinum,740,diploid,7,96,45,51,0,0.4688,13.71,6.43,7.29
EF-Tu,Coffea canephora,569,diploid,9,321,84,237,0,0.2617,35.67,9.33,26.33
EF-Tu,Corylus avellana,378,diploid,8,213,84,129,0,0.3944,26.62,10.5,16.12
EF-Tu,Cucumis sativus,367,diploid,5,130,54,76,0,0.4154,26.0,10.8,15.2
EF-Tu,Daucus carota,430,diploid,10,212,92,120,0,0.434,21.2,9.2,12.0
EF-Tu,Eleusine coracana,1100,tetraploid,9,406,55,351,0,0.1355,45.11,6.11,39.0
EF-Tu,Eruca vesicaria,851,diploid,7,244,16,228,0,0.0656,34.86,2.29,32.57
EF-Tu,Fragaria ananassa,806,octoploid,6,531,213,318,0,0.4011,88.5,35.5,53.0
EF-Tu,Glycine max,1115,diploid,7,402,119,283,0,0.296,57.43,17.0,40.43
EF-Tu,Gossypium hirsutum,2300,tetraploid,10,450,115,335,0,0.2556,45.0,11.5,33.5
EF-Tu,Helianthus annuus,3000,diploid,8,3380,132,3248,0,0.0391,422.5,16.5,406.0
EF-Tu,Hordeum vulgare,5100,diploid,9,2748,102,2646,0,0.0371,305.33,11.33,294.0
EF-Tu,Lactuca sativa,2600,diploid,8,621,48,573,0,0.0773,77.62,6.0,71.62
EF-Tu,Lotus japonicus,554,diploid,7,110,33,77,0,0.3,15.71,4.71,11.0
EF-Tu,Lupinus angustifolius,924,diploid,8,204,91,113,0,0.4461,25.5,11.38,14.12
EF-Tu,Malus domestica,703,diploid,9,284,75,209,0,0.2641,31.56,8.33,23.22
EF-Tu,Manihot esculenta,750,diploid,9,207,93,114,0,0.4493,23.0,10.33,12.67
EF-Tu,Miscanthus sinensis,2080,diploid,11,618,94,524,0,0.1521,56.18,8.55,47.64
EF-Tu,Musa acuminata,523,diploid,7,213,80,133,0,0.3756,30.43,11.43,19.0
EF-Tu,Panicum miliaceum,835,diploid,8,303,87,216,0,0.2871,37.88,10.88,27.0
EF-Tu,Paspalum notatum,513,diploid,7,356,69,287,0,0.1938,50.86,9.86,41.0
EF-Tu,Phaseolus vulgaris,530,diploid,8,236,68,168,0,0.2881,29.5,8.5,21.0
EF-Tu,Pisum sativum,4450,diploid,6,404,30,374,0,0.0743,67.33,5.0,62.33
EF-Tu,Populus deltoides,425,diploid,8,133,60,73,0,0.4511,16.62,7.5,9.12
EF-Tu,Populus trichocarpa,480,diploid,8,107,44,63,0,0.4112,13.38,5.5,7.88
EF-Tu,Prunus persica,272,diploid,9,148,66,82,0,0.4459,16.44,7.33,9.11
EF-Tu,Rubus occidentalis,240,diploid,8,154,66,88,0,0.4286,19.25,8.25,11.0
EF-Tu,Setaria viridis,397,diploid,8,148,42,106,0,0.2838,18.5,5.25,13.25
EF-Tu,Solanum lycopersicum,824,diploid,6,396,62,334,0,0.1566,66.0,10.33,55.67
EF-Tu,Solanum tuberosum,1653,tetraploid,7,297,76,221,0,0.2559,42.43,10.86,31.57
EF-Tu,Sorghum bicolor,709,diploid,11,658,66,592,0,0.1003,59.82,6.0,53.82
EF-Tu,Spinacia oleracea,989,diploid,6,147,42,105,0,0.2857,24.5,7.0,17.5
EF-Tu,Thlaspi arvense,539,diploid,7,119,29,90,0,0.2437,17.0,4.14,12.86
EF-Tu,Vicia faba,11900,diploid,6,4014,34,3980,0,0.0085,669.0,5.67,663.33
EF-Tu,Vigna unguiculata,641,diploid,10,235,89,146,0,0.3787,23.5,8.9,14.6
EF-Tu,Vitis vinifera,486,diploid,6,140,75,65,0,0.5357,23.33,12.5,10.83
EF-Tu,Zea mays,2500,diploid,11,498,110,388,0,0.2209,45.27,10.0,35.27
RPB2,Aegilops tauschii,4200,diploid,7,693,54,639,0,0.0779,99.0,7.71,91.29
RPB2,Arabidopsis thaliana,135,diploid,6,36,25,11,0,0.6944,6.0,4.17,1.83
RPB2,Asparagus officinalis,1200,diploid,6,221,81,140,0,0.3665,36.83,13.5,23.33
RPB2,Beta vulgaris,558,diploid,9,155,48,107,0,0.3097,17.22,5.33,11.89
RPB2,Brachypodium distachyon,355,diploid,6,86,44,42,0,0.5116,14.33,7.33,7.0
RPB2,Brassica napus,976,tetraploid,7,199,95,104,0,0.4774,28.43,13.57,14.86
RPB2,Brassica rapa,353,diploid,10,200,72,128,0,0.36,20.0,7.2,12.8
RPB2,Camelina sativa,785,hexaploid,8,238,110,128,0,0.4622,29.75,13.75,16.0
RPB2,Ceratopteris richardii,7400,diploid,6,1648,171,1477,0,0.1038,274.67,28.5,246.17
RPB2,Chenopodium quinoa,1300,tetraploid,7,587,134,453,0,0.2283,83.86,19.14,64.71
RPB2,Cicer arietinum,740,diploid,7,234,83,151,0,0.3547,33.43,11.86,21.57
RPB2,Coffea canephora,569,diploid,8,99,19,80,0,0.1919,12.38,2.38,10.0
RPB2,Corylus avellana,378,diploid,9,269,115,154,0,0.4275,29.89,12.78,17.11
RPB2,Cucumis sativus,367,diploid,9,72,48,24,0,0.6667,8.0,5.33,2.67
RPB2,Daucus carota,430,diploid,8,189,73,116,0,0.3862,23.62,9.12,14.5
RPB2,Eleusine coracana,1100,tetraploid,6,369,67,302,0,0.1816,61.5,11.17,50.33
RPB2,Eruca vesicaria,851,diploid,6,102,8,94,0,0.0784,17.0,1.33,15.67
RPB2,Fragaria ananassa,806,octoploid,10,421,259,162,0,0.6152,42.1,25.9,16.2
RPB2,Glycine max,1115,diploid,7,690,125,565,0,0.1812,98.57,17.86,80.71
RPB2,Gossypium hirsutum,2300,tetraploid,8,558,76,482,0,0.1362,69.75,9.5,60.25
RPB2,Helianthus annuus,3000,diploid,9,818,49,769,0,0.0599,90.89,5.44,85.44
RPB2,Hordeum vulgare,5100,diploid,7,905,111,794,0,0.1227,129.29,15.86,113.43
RPB2,Lactuca sativa,2600,diploid,7,643,48,595,0,0.0747,91.86,6.86,85.0
RPB2,Lotus japonicus,554,diploid,7,163,68,95,0,0.4172,23.29,9.71,13.57
RPB2,Lupinus angustifolius,924,diploid,7,275,78,197,0,0.2836,39.29,11.14,28.14
RPB2,Malus domestica,703,diploid,12,748,182,566,0,0.2433,62.33,15.17,47.17
RPB2,Manihot esculenta,750,diploid,8,143,80,63,0,0.5594,17.88,10.0,7.88
RPB2,Miscanthus sinensis,2080,diploid,6,549,94,455,0,0.1712,91.5,15.67,75.83
RPB2,Musa acuminata,523,diploid,10,159,100,59,0,0.6289,15.9,10.0,5.9
RPB2,Panicum miliaceum,835,diploid,6,299,90,209,0,0.301,49.83,15.0,34.83
RPB2,Paspalum notatum,513,diploid,6,253,98,155,0,0.3874,42.17,16.33,25.83
RPB2,Phaseolus vulgaris,530,diploid,6,124,46,78,0,0.371,20.67,7.67,13.0
RPB2,Pisum sativum,4450,diploid,7,3191,48,3143,0,0.015,455.86,6.86,449.0
RPB2,Populus deltoides,425,diploid,9,172,78,94,0,0.4535,19.11,8.67,10.44
RPB2,Populus trichocarpa,480,diploid,9,148,70,78,0,0.473,16.44,7.78,8.67
RPB2,Prunus persica,272,diploid,11,261,110,151,0,0.4215,23.73,10.0,13.73
RPB2,Rubus occidentalis,240,diploid,11,84,44,40,0,0.5238,7.64,4.0,3.64
RPB2,Setaria viridis,397,diploid,7,153,50,103,0,0.3268,21.86,7.14,14.71
RPB2,Solanum lycopersicum,824,diploid,8,190,49,141,0,0.2579,23.75,6.12,17.62
RPB2,Solanum tuberosum,1653,tetraploid,8,283,60,223,0,0.212,35.38,7.5,27.88
RPB2,Sorghum bicolor,709,diploid,6,109,39,70,0,0.3578,18.17,6.5,11.67
RPB2,Spinacia oleracea,989,diploid,7,202,79,123,0,0.3911,28.86,11.29,17.57
RPB2,Thlaspi arvense,539,diploid,6,79,23,56,0,0.2911,13.17,3.83,9.33
RPB2,Vicia faba,11900,diploid,6,3133,41,3092,0,0.0131,522.17,6.83,515.33
RPB2,Vigna unguiculata,641,diploid,6,154,70,84,0,0.4545,25.67,11.67,14.0
RPB2,Vitis vinifera,486,diploid,6,189,103,86,0,0.545,31.5,17.17,14.33
RPB2,Zea mays,2500,diploid,5,1207,36,1171,0,0.0298,241.4,7.2,234.2
RPL40B,Aegilops tauschii,4200,diploid,12,9278,1692,7586,0,0.1824,773.17,141.0,632.17
RPL40B,Arabidopsis thaliana,135,diploid,9,203,192,11,0,0.9458,22.56,21.33,1.22
RPL40B,Asparagus officinalis,1200,diploid,11,2610,313,2297,0,0.1199,237.27,28.45,208.82
RPL40B,Beta vulgaris,558,diploid,7,354,142,212,0,0.4011,50.57,20.29,30.29
RPL40B,Brachypodium distachyon,355,diploid,12,806,474,332,0,0.5881,67.17,39.5,27.67
RPL40B,Brassica napus,976,tetraploid,13,1045,796,249,0,0.7617,80.38,61.23,19.15
RPL40B,Brassica rapa,353,diploid,12,424,370,54,0,0.8726,35.33,30.83,4.5
RPL40B,Camelina sativa,785,hexaploid,7,1109,244,865,0,0.22,158.43,34.86,123.57
RPL40B,Ceratopteris richardii,7400,diploid,4,706,222,484,0,0.3144,176.5,55.5,121.0
RPL40B,Chenopodium quinoa,1300,tetraploid,9,2489,375,2114,0,0.1507,276.56,41.67,234.89
RPL40B,Cicer arietinum,740,diploid,7,151,69,82,0,0.457,21.57,9.86,11.71
RPL40B,Coffea canephora,569,diploid,12,943,340,603,0,0.3606,78.58,28.33,50.25
RPL40B,Corylus avellana,378,diploid,12,352,259,93,0,0.7358,29.33,21.58,7.75
RPL40B,Cucumis sativus,367,diploid,12,180,144,36,0,0.8,15.0,12.0,3.0
RPL40B,Daucus carota,430,diploid,10,333,204,129,0,0.6126,33.3,20.4,12.9
RPL40B,Eleusine coracana,1100,tetraploid,13,1733,901,832,0,0.5199,133.31,69.31,64.0
RPL40B,Eruca vesicaria,851,diploid,11,473,20,453,0,0.0423,43.0,1.82,41.18
RPL40B,Fragaria ananassa,806,octoploid,14,1419,502,917,0,0.3538,101.36,35.86,65.5
RPL40B,Glycine max,1115,diploid,12,631,393,238,0,0.6228,52.58,32.75,19.83
RPL40B,Gossypium hirsutum,2300,tetraploid,6,774,284,490,0,0.3669,129.0,47.33,81.67
RPL40B,Helianthus annuus,3000,diploid,12,1645,398,1247,0,0.2419,137.08,33.17,103.92
RPL40B,Hordeum vulgare,5100,diploid,13,4733,1063,3670,0,0.2246,364.08,81.77,282.31
RPL40B,Lactuca sativa,2600,diploid,7,855,158,697,0,0.1848,122.14,22.57,99.57
RPL40B,Lotus japonicus,554,diploid,11,455,247,208,0,0.5429,41.36,22.45,18.91
RPL40B,Lupinus angustifolius,924,diploid,10,431,199,232,0,0.4617,43.1,19.9,23.2
RPL40B,Malus domestica,703,diploid,11,768,502,266,0,0.6536,69.82,45.64,24.18
RPL40B,Manihot esculenta,750,diploid,7,383,218,165,0,0.5692,54.71,31.14,23.57
RPL40B,Miscanthus sinensis,2080,diploid,12,2439,954,1485,0,0.3911,203.25,79.5,123.75
RPL40B,Musa acuminata,523,diploid,11,406,311,95,0,0.766,36.91,28.27,8.64
RPL40B,Panicum miliaceum,835,diploid,13,1903,1070,833,0,0.5623,146.38,82.31,64.08
RPL40B,Paspalum notatum,513,diploid,13,1159,793,366,0,0.6842,89.15,61.0,28.15
RPL40B,Phaseolus vulgaris,530,diploid,12,695,211,484,0,0.3036,57.92,17.58,40.33
RPL40B,Pisum sativum,4450,diploid,10,1237,127,1110,0,0.1027,123.7,12.7,111.0
RPL40B,Populus deltoides,425,diploid,10,518,371,147,0,0.7162,51.8,37.1,14.7
RPL40B,Populus trichocarpa,480,diploid,10,482,364,118,0,0.7552,48.2,36.4,11.8
RPL40B,Prunus persica,272,diploid,10,327,270,57,0,0.8257,32.7,27.0,5.7
RPL40B,Rubus occidentalis,240,diploid,13,326,114,212,0,0.3497,25.08,8.77,16.31
RPL40B,Setaria viridis,397,diploid,10,952,645,307,0,0.6775,95.2,64.5,30.7
RPL40B,Solanum lycopersicum,824,diploid,9,456,154,302,0,0.3377,50.67,17.11,33.56
RPL40B,Solanum tuberosum,1653,tetraploid,4,289,96,193,0,0.3322,72.25,24.0,48.25
RPL40B,Sorghum bicolor,709,diploid,13,1306,700,606,0,0.536,100.46,53.85,46.62
RPL40B,Spinacia oleracea,989,diploid,7,292,146,146,0,0.5,41.71,20.86,20.86
RPL40B,Thlaspi arvense,539,diploid,11,658,197,461,0,0.2994,59.82,17.91,41.91
RPL40B,Vicia faba,11900,diploid,10,9914,95,9819,0,0.0096,991.4,9.5,981.9
RPL40B,Vigna unguiculata,641,diploid,12,361,198,163,0,0.5485,30.08,16.5,13.58
RPL40B,Vitis vinifera,486,diploid,13,426,295,131,0,0.6925,32.77,22.69,10.08
RPL40B,Zea mays,2500,diploid,10,1247,357,890,0,0.2863,124.7,35.7,89.0
RDR1,Aegilops tauschii,4200,diploid,12,3317,226,3091,0,0.0681,276.42,18.83,257.58
RDR1,Arabidopsis thaliana,135,diploid,6,47,28,19,0,0.5957,7.83,4.67,3.17
RDR1,Asparagus officinalis,1200,diploid,6,909,101,808,0,0.1111,151.5,16.83,134.67
RDR1,Beta vulgaris,558,diploid,6,104,24,80,0,0.2308,17.33,4.0,13.33
RDR1,Brachypodium distachyon,355,diploid,9,108,52,56,0,0.4815,12.0,5.78,6.22
RDR1,Brassica napus,976,tetraploid,8,297,96,201,0,0.3232,37.12,12.0,25.12
RDR1,Brassica rapa,353,diploid,8,69,37,32,0,0.5362,8.62,4.62,4.0
RDR1,Camelina sativa,785,hexaploid,6,206,92,114,0,0.4466,34.33,15.33,19.0
RDR1,Ceratopteris richardii,7400,diploid,9,2161,136,2025,0,0.0629,240.11,15.11,225.0
RDR1,Chenopodium quinoa,1300,tetraploid,7,410,123,287,0,0.3,58.57,17.57,41.0
RDR1,Cicer arietinum,740,diploid,12,180,67,113,0,0.3722,15.0,5.58,9.42
RDR1,Coffea canephora,569,diploid,8,296,83,213,0,0.2804,37.0,10.38,26.62
RDR1,Corylus avellana,378,diploid,8,348,114,234,0,0.3276,43.5,14.25,29.25
RDR1,Cucumis sativus,367,diploid,8,51,34,17,0,0.6667,6.38,4.25,2.12
RDR1,Daucus carota,430,diploid,8,474,159,315,0,0.3354,59.25,19.88,39.38
RDR1,Eleusine coracana,1100,tetraploid,7,507,61,446,0,0.1203,72.43,8.71,63.71
RDR1,Eruca vesicaria,851,diploid,7,180,7,173,0,0.0389,25.71,1.0,24.71
RDR1,Fragaria ananassa,806,octoploid,10,588,262,326,0,0.4456,58.8,26.2,32.6
RDR1,Glycine max,1115,diploid,11,591,157,434,0,0.2657,53.73,14.27,39.45
RDR1,Gossypium hirsutum,2300,tetraploid,7,5374,177,5197,0,0.0329,767.71,25.29,742.43
RDR1,Helianthus annuus,3000,diploid,5,1312,69,1243,0,0.0526,262.4,13.8,248.6
RDR1,Hordeum vulgare,5100,diploid,12,1323,80,1243,0,0.0605,110.25,6.67,103.58
RDR1,Lactuca sativa,2600,diploid,5,329,21,308,0,0.0638,65.8,4.2,61.6
RDR1,Lotus japonicus,554,diploid,12,594,129,465,0,0.2172,49.5,10.75,38.75
RDR1,Lupinus angustifolius,924,diploid,9,280,66,214,0,0.2357,31.11,7.33,23.78
RDR1,Malus domestica,703,diploid,10,317,117,200,0,0.3691,31.7,11.7,20.0
RDR1,Manihot esculenta,750,diploid,6,94,55,39,0,0.5851,15.67,9.17,6.5
RDR1,Miscanthus sinensis,2080,diploid,9,782,142,640,0,0.1816,86.89,15.78,71.11
RDR1,Musa acuminata,523,diploid,4,176,77,99,0,0.4375,44.0,19.25,24.75
RDR1,Panicum miliaceum,835,diploid,10,663,143,520,0,0.2157,66.3,14.3,52.0
RDR1,Paspalum notatum,513,diploid,6,213,54,159,0,0.2535,35.5,9.0,26.5
RDR1,Phaseolus vulgaris,530,diploid,13,277,84,193,0,0.3032,21.31,6.46,14.85
RDR1,Pisum sativum,4450,diploid,12,2218,43,2175,0,0.0194,184.83,3.58,181.25
RDR1,Populus deltoides,425,diploid,11,250,80,170,0,0.32,22.73,7.27,15.45
RDR1,Populus trichocarpa,480,diploid,11,218,66,152,0,0.3028,19.82,6.0,13.82
RDR1,Prunus persica,272,diploid,9,183,92,91,0,0.5027,20.33,10.22,10.11
RDR1,Rubus occidentalis,240,diploid,10,211,107,104,0,0.5071,21.1,10.7,10.4
RDR1,Setaria viridis,397,diploid,9,219,92,127,0,0.4201,24.33,10.22,14.11
RDR1,Solanum lycopersicum,824,diploid,7,357,71,286,0,0.1989,51.0,10.14,40.86
RDR1,Solanum tuberosum,1653,tetraploid,8,615,121,494,0,0.1967,76.88,15.12,61.75
RDR1,Sorghum bicolor,709,diploid,7,201,44,157,0,0.2189,28.71,6.29,22.43
RDR1,Spinacia oleracea,989,diploid,9,366,72,294,0,0.1967,40.67,8.0,32.67
RDR1,Thlaspi arvense,539,diploid,6,54,9,45,0,0.1667,9.0,1.5,7.5
RDR1,Vicia faba,11900,diploid,12,5354,56,5298,0,0.0105,446.17,4.67,441.5
RDR1,Vigna unguiculata,641,diploid,10,262,112,150,0,0.4275,26.2,11.2,15.0
RDR1,Vitis vinifera,486,diploid,6,132,48,84,0,0.3636,22.0,8.0,14.0
RDR1,Zea mays,2500,diploid,9,643,65,578,0,0.1011,71.44,7.22,64.22
