gene,species,genome_size_mb,ploidy,found_in_genome,needs_manual_recovery,n_guides,ot_total,ot_per_guide,ot_mm0,ot_mm1,ot_mm2,ot_mm3,ot_mm4,ot_genic,ot_intergenic
EF-Tu,Ceratopteris richardii,7400,diploid,True,False,8,6543,817.88,0,1,45,461,6036,467,6076
EF-Tu,Chenopodium quinoa,1300,tetraploid,True,False,10,361,36.1,10,2,9,35,305,140,221
EF-Tu,Cicer arietinum,740,diploid,True,False,7,96,13.71,0,1,2,17,76,45,51
EF-Tu,Coffea canephora,569,diploid,True,False,9,321,35.67,0,0,4,45,272,84,237
EF-Tu,Corylus avellana,378,diploid,True,False,8,213,26.62,0,0,4,18,191,84,129
EF-Tu,Cucumis sativus,367,diploid,True,False,5,130,26.0,0,0,3,22,105,54,76
EF-Tu,Daucus carota,430,diploid,True,False,10,212,21.2,0,5,20,34,153,92,120
EF-Tu,Eleusine coracana,1100,tetraploid,True,False,9,406,45.11,8,2,5,104,287,55,351
EF-Tu,Eruca vesicaria,851,diploid,True,False,7,244,34.86,4,5,7,17,211,16,228
EF-Tu,Fragaria ananassa,806,octoploid,True,False,6,531,88.5,8,8,5,58,452,213,318
EF-Tu,Glycine max,1115,diploid,True,False,7,402,57.43,9,1,14,53,325,119,283
EF-Tu,Gossypium hirsutum,2300,tetraploid,True,False,10,450,45.0,5,4,3,60,378,115,335
EF-Tu,Helianthus annuus,3000,diploid,True,False,8,3380,422.5,0,1,34,159,3186,132,3248
EF-Tu,Hordeum vulgare,5100,diploid,True,False,9,2748,305.33,0,3,34,256,2455,102,2646
EF-Tu,Lactuca sativa,2600,diploid,True,False,8,621,77.62,2,4,5,65,545,48,573
EF-Tu,Lotus japonicus,554,diploid,True,False,7,110,15.71,2,0,2,7,99,33,77
EF-Tu,Lupinus angustifolius,924,diploid,True,False,8,204,25.5,5,3,3,22,171,91,113
EF-Tu,Malus domestica,703,diploid,True,False,9,284,31.56,6,2,9,34,233,75,209
EF-Tu,Manihot esculenta,750,diploid,True,False,9,207,23.0,0,5,10,34,158,93,114
EF-Tu,Miscanthus sinensis,2080,diploid,True,False,11,618,56.18,11,3,7,50,547,94,524
EF-Tu,Panicum miliaceum,835,diploid,True,False,8,303,37.88,8,0,3,21,271,87,216
EF-Tu,Paspalum notatum,513,diploid,True,False,7,356,50.86,0,0,3,41,312,69,287
EF-Tu,Phaseolus vulgaris,530,diploid,True,False,8,236,29.5,0,0,3,35,198,68,168
EF-Tu,Pisum sativum,4450,diploid,True,False,6,404,67.33,0,1,15,21,367,30,374
EF-Tu,Populus deltoides,425,diploid,True,False,8,133,16.62,2,10,2,7,112,60,73
EF-Tu,Populus trichocarpa,480,diploid,True,False,8,107,13.38,4,3,1,10,89,44,63
EF-Tu,Prunus persica,272,diploid,True,False,9,148,16.44,0,0,3,23,122,66,82
EF-Tu,Rubus occidentalis,240,diploid,True,False,8,154,19.25,0,0,8,15,131,66,88
EF-Tu,Setaria viridis,397,diploid,True,False,8,148,18.5,0,0,3,17,128,42,106
EF-Tu,Solanum lycopersicum,824,diploid,True,False,6,396,66.0,0,0,5,46,345,62,334
EF-Tu,Solanum tuberosum,1653,tetraploid,True,False,7,297,42.43,0,0,10,54,233,76,221
EF-Tu,Sorghum bicolor,709,diploid,True,False,11,658,59.82,0,2,1,46,609,66,592
EF-Tu,Spinacia oleracea,989,diploid,True,False,6,147,24.5,0,0,0,18,129,42,105
EF-Tu,Thlaspi arvense,539,diploid,True,False,7,119,17.0,0,2,8,16,93,29,90
EF-Tu,Vicia faba,11900,diploid,True,False,6,4014,669.0,0,1,7,168,3838,34,3980
EF-Tu,Vigna unguiculata,641,diploid,True,False,10,235,23.5,5,0,2,25,203,89,146
EF-Tu,Vitis vinifera,486,diploid,True,False,6,140,23.33,0,3,3,8,126,75,65
EF-Tu,Zea mays,2500,diploid,True,False,11,498,45.27,9,23,28,35,403,110,388
EF-Tu,brassica rapa,353,diploid,True,False,8,74,9.25,1,3,11,12,47,62,12
EF-Tu,musa acuminata,523,diploid,True,False,7,213,30.43,0,3,15,72,123,80,133
RPB2,Aegilops tauschii,4200,diploid,True,False,7,693,99.0,0,2,3,45,643,54,639
RPB2,Arabidopsis thaliana,135,diploid,True,False,6,36,6.0,0,1,1,4,30,25,11
RPB2,Asparagus officinalis,1200,diploid,True,False,6,221,36.83,0,0,4,30,187,81,140
RPB2,Beta vulgaris,558,diploid,True,False,9,155,17.22,0,0,2,19,134,48,107
RPB2,Brachypodium distachyon,355,diploid,True,False,6,86,14.33,0,0,0,6,80,44,42
RPB2,Brassica napus,976,tetraploid,True,False,7,199,28.43,3,7,8,18,163,95,104
RPB2,Camelina sativa,785,hexaploid,True,False,8,238,29.75,9,7,6,55,161,110,128
RPB2,Ceratopteris richardii,7400,diploid,True,False,6,1648,274.67,0,1,26,95,1526,171,1477
RPB2,Chenopodium quinoa,1300,tetraploid,True,False,7,587,83.86,3,4,12,57,511,134,453
RPB2,Cicer arietinum,740,diploid,True,False,7,234,33.43,9,1,6,63,155,83,151
RPB2,Coffea canephora,569,diploid,True,False,8,99,12.38,0,0,3,8,88,19,80
RPB2,Corylus avellana,378,diploid,True,False,9,269,29.89,0,1,3,24,241,115,154
RPB2,Cucumis sativus,367,diploid,True,False,9,72,8.0,0,0,0,11,61,48,24
RPB2,Daucus carota,430,diploid,True,False,8,189,23.62,0,0,2,19,168,73,116
RPB2,Eleusine coracana,1100,tetraploid,True,False,6,369,61.5,19,2,3,38,307,67,302
RPB2,Eruca vesicaria,851,diploid,True,False,6,102,17.0,0,0,4,10,88,8,94
RPB2,Fragaria ananassa,806,octoploid,True,False,10,421,42.1,58,3,4,53,303,259,162
RPB2,Glycine max,1115,diploid,True,False,7,690,98.57,0,7,17,89,577,125,565
RPB2,Gossypium hirsutum,2300,tetraploid,True,False,8,558,69.75,0,2,4,42,510,76,482
RPB2,Helianthus annuus,3000,diploid,True,False,9,818,90.89,4,4,2,51,757,49,769
RPB2,Hordeum vulgare,5100,diploid,True,False,7,905,129.29,0,0,10,276,619,111,794
RPB2,Lactuca sativa,2600,diploid,True,False,7,643,91.86,0,4,17,70,552,48,595
RPB2,Lotus japonicus,554,diploid,True,False,7,163,23.29,0,0,4,18,141,68,95
RPB2,Lupinus angustifolius,924,diploid,True,False,7,275,39.29,0,0,8,42,225,78,197
RPB2,Malus domestica,703,diploid,True,False,12,748,62.33,0,1,4,114,629,182,566
RPB2,Manihot esculenta,750,diploid,True,False,8,143,17.88,0,0,1,15,127,80,63
RPB2,Miscanthus sinensis,2080,diploid,True,False,6,549,91.5,6,0,9,64,470,94,455
RPB2,Panicum miliaceum,835,diploid,True,False,6,299,49.83,5,0,6,95,193,90,209
RPB2,Paspalum notatum,513,diploid,True,False,6,253,42.17,0,1,3,8,241,98,155
RPB2,Phaseolus vulgaris,530,diploid,True,False,6,124,20.67,0,0,4,16,104,46,78
RPB2,Pisum sativum,4450,diploid,True,False,7,3191,455.86,0,0,31,480,2680,48,3143
RPB2,Populus deltoides,425,diploid,True,False,9,172,19.11,0,0,1,17,154,78,94
RPB2,Populus trichocarpa,480,diploid,True,False,9,148,16.44,0,0,1,17,130,70,78
RPB2,Prunus persica,272,diploid,True,False,11,261,23.73,16,13,15,35,182,110,151
RPB2,Rubus occidentalis,240,diploid,True,False,11,84,7.64,0,0,1,2,81,44,40
RPB2,Setaria viridis,397,diploid,True,False,7,153,21.86,0,0,3,18,132,50,103
RPB2,Solanum lycopersicum,824,diploid,True,False,8,190,23.75,0,0,1,8,181,49,141
RPB2,Solanum tuberosum,1653,tetraploid,True,False,8,283,35.38,0,0,0,19,264,60,223
RPB2,Sorghum bicolor,709,diploid,True,False,6,109,18.17,0,0,3,4,102,39,70
RPB2,Spinacia oleracea,989,diploid,True,False,7,202,28.86,0,0,3,27,172,79,123
RPB2,Thlaspi arvense,539,diploid,True,False,6,79,13.17,0,0,0,8,71,23,56
RPB2,Vicia faba,11900,diploid,True,False,6,3133,522.17,0,0,18,181,2934,41,3092
RPB2,Vigna unguiculata,641,diploid,True,False,6,154,25.67,0,0,3,32,119,70,84
RPB2,Vitis vinifera,486,diploid,True,False,6,189,31.5,0,0,4,26,159,103,86
RPB2,Zea mays,2500,diploid,True,False,5,1207,241.4,0,0,3,60,1144,36,1171
RPB2,brassica rapa,353,diploid,True,False,10,200,20.0,0,1,2,21,176,72,128
RPB2,musa acuminata,523,diploid,True,False,10,159,15.9,0,2,0,21,136,100,59
RPL40B,Aegilops tauschii,4200,diploid,True,False,12,9278,773.17,113,402,1245,1873,5645,1692,7586
RPL40B,Arabidopsis thaliana,135,diploid,True,False,9,203,22.56,5,20,50,40,88,192,11
RPL40B,Asparagus officinalis,1200,diploid,True,False,11,2610,237.27,5,22,37,278,2268,313,2297
RPL40B,Beta vulgaris,558,diploid,True,False,7,354,50.57,22,19,22,40,251,142,212
RPL40B,Brachypodium distachyon,355,diploid,True,False,12,806,67.17,3,64,153,165,421,474,332
RPL40B,Brassica napus,976,tetraploid,True,False,13,1045,80.38,67,63,148,213,554,796,249
RPL40B,Camelina sativa,785,hexaploid,True,False,7,1109,158.43,17,32,182,334,544,244,865
RPL40B,Ceratopteris richardii,7400,diploid,True,False,4,706,176.5,1,10,80,102,513,222,484
RPL40B,Chenopodium quinoa,1300,tetraploid,True,False,9,2489,276.56,13,18,53,674,1731,375,2114
RPL40B,Cicer arietinum,740,diploid,True,False,7,151,21.57,1,5,13,20,112,69,82
RPL40B,Coffea canephora,569,diploid,True,False,12,943,78.58,14,47,105,160,617,340,603
RPL40B,Corylus avellana,378,diploid,True,False,12,352,29.33,12,48,47,64,181,259,93
RPL40B,Cucumis sativus,367,diploid,True,False,12,180,15.0,0,10,31,36,103,144,36
RPL40B,Daucus carota,430,diploid,True,False,10,333,33.3,0,5,53,65,210,204,129
RPL40B,Eleusine coracana,1100,tetraploid,True,False,13,1733,133.31,30,113,196,328,1066,901,832
RPL40B,Eruca vesicaria,851,diploid,True,False,11,473,43.0,24,26,65,117,241,20,453
RPL40B,Fragaria ananassa,806,octoploid,True,False,14,1419,101.36,69,132,250,268,700,502,917
RPL40B,Glycine max,1115,diploid,True,False,12,631,52.58,14,39,65,109,404,393,238
RPL40B,Gossypium hirsutum,2300,tetraploid,True,False,6,774,129.0,6,37,54,155,522,284,490
RPL40B,Helianthus annuus,3000,diploid,True,False,12,1645,137.08,8,19,94,218,1306,398,1247
RPL40B,Hordeum vulgare,5100,diploid,True,False,13,4733,364.08,24,190,412,533,3574,1063,3670
RPL40B,Lactuca sativa,2600,diploid,True,False,7,855,122.14,8,12,31,135,669,158,697
RPL40B,Lotus japonicus,554,diploid,True,False,11,455,41.36,15,7,26,49,358,247,208
RPL40B,Lupinus angustifolius,924,diploid,True,False,10,431,43.1,13,25,11,58,324,199,232
RPL40B,Malus domestica,703,diploid,True,False,11,768,69.82,35,96,114,164,359,502,266
RPL40B,Manihot esculenta,750,diploid,True,False,7,383,54.71,2,20,30,73,258,218,165
RPL40B,Miscanthus sinensis,2080,diploid,True,False,12,2439,203.25,16,163,240,423,1597,954,1485
RPL40B,Panicum miliaceum,835,diploid,True,False,13,1903,146.38,105,192,226,328,1052,1070,833
RPL40B,Paspalum notatum,513,diploid,True,False,13,1159,89.15,35,93,162,229,640,793,366
RPL40B,Phaseolus vulgaris,530,diploid,True,False,12,695,57.92,2,7,37,98,551,211,484
RPL40B,Pisum sativum,4450,diploid,True,False,10,1237,123.7,0,2,33,143,1059,127,1110
RPL40B,Populus deltoides,425,diploid,True,False,10,518,51.8,2,15,55,110,336,371,147
RPL40B,Populus trichocarpa,480,diploid,True,False,10,482,48.2,11,17,50,97,307,364,118
RPL40B,Prunus persica,272,diploid,True,False,10,327,32.7,3,26,62,97,139,270,57
RPL40B,Rubus occidentalis,240,diploid,True,False,13,326,25.08,22,31,49,82,142,114,212
RPL40B,Setaria viridis,397,diploid,True,False,10,952,95.2,34,83,115,130,590,645,307
RPL40B,Solanum lycopersicum,824,diploid,True,False,9,456,50.67,0,5,22,73,356,154,302
RPL40B,Solanum tuberosum,1653,tetraploid,True,False,4,289,72.25,1,4,22,41,221,96,193
RPL40B,Sorghum bicolor,709,diploid,True,False,13,1306,100.46,46,92,114,207,847,700,606
RPL40B,Spinacia oleracea,989,diploid,True,False,7,292,41.71,0,0,22,60,210,146,146
RPL40B,Thlaspi arvense,539,diploid,True,False,11,658,59.82,6,17,52,62,521,197,461
RPL40B,Vicia faba,11900,diploid,True,False,10,9914,991.4,0,1,17,214,9682,95,9819
RPL40B,Vigna unguiculata,641,diploid,True,False,12,361,30.08,0,9,32,57,263,198,163
RPL40B,Vitis vinifera,486,diploid,True,False,13,426,32.77,5,15,37,87,282,295,131
RPL40B,Zea mays,2500,diploid,True,False,10,1247,124.7,25,52,62,122,986,357,890
RPL40B,brassica rapa,353,diploid,True,False,12,424,35.33,33,36,55,82,218,370,54
RPL40B,musa acuminata,523,diploid,True,False,11,406,36.91,15,32,79,82,198,311,95
RDR1,Aegilops tauschii,4200,diploid,True,False,12,3317,276.42,10,2,8,131,3166,226,3091
RDR1,Arabidopsis thaliana,135,diploid,True,False,6,47,7.83,0,0,1,4,42,28,19
RDR1,Asparagus officinalis,1200,diploid,True,False,6,909,151.5,0,0,5,69,835,101,808
RDR1,Beta vulgaris,558,diploid,True,False,6,104,17.33,0,0,1,9,94,24,80
RDR1,Brachypodium distachyon,355,diploid,True,False,9,108,12.0,0,0,1,6,101,52,56
RDR1,Brassica napus,976,tetraploid,True,False,8,297,37.12,0,5,1,101,190,96,201
RDR1,Camelina sativa,785,hexaploid,True,False,6,206,34.33,11,7,5,27,156,92,114
RDR1,Ceratopteris richardii,7400,diploid,True,False,9,2161,240.11,0,1,10,276,1874,136,2025
RDR1,Chenopodium quinoa,1300,tetraploid,True,False,7,410,58.57,7,0,9,35,359,123,287
RDR1,Cicer arietinum,740,diploid,True,False,12,180,15.0,0,0,3,21,156,67,113
RDR1,Coffea canephora,569,diploid,True,False,8,296,37.0,6,13,8,72,197,83,213
RDR1,Corylus avellana,378,diploid,True,False,8,348,43.5,13,4,5,37,289,114,234
RDR1,Cucumis sativus,367,diploid,True,False,8,51,6.38,0,0,2,6,43,34,17
RDR1,Daucus carota,430,diploid,True,False,8,474,59.25,0,0,10,73,391,159,315
RDR1,Eleusine coracana,1100,tetraploid,True,False,7,507,72.43,7,0,2,38,460,61,446
RDR1,Eruca vesicaria,851,diploid,True,False,7,180,25.71,0,1,1,7,171,7,173
RDR1,Fragaria ananassa,806,octoploid,True,False,10,588,58.8,24,16,10,43,495,262,326
RDR1,Glycine max,1115,diploid,True,False,11,591,53.73,3,7,37,97,447,157,434
RDR1,Gossypium hirsutum,2300,tetraploid,True,False,7,5374,767.71,7,2,31,449,4885,177,5197
RDR1,Helianthus annuus,3000,diploid,True,False,5,1312,262.4,1,2,16,181,1112,69,1243
RDR1,Hordeum vulgare,5100,diploid,True,False,12,1323,110.25,9,0,8,106,1200,80,1243
RDR1,Lactuca sativa,2600,diploid,True,False,5,329,65.8,2,1,12,25,289,21,308
RDR1,Lotus japonicus,554,diploid,True,False,12,594,49.5,18,6,4,93,473,129,465
RDR1,Lupinus angustifolius,924,diploid,True,False,9,280,31.11,0,0,5,56,219,66,214
RDR1,Malus domestica,703,diploid,True,False,10,317,31.7,3,12,17,42,243,117,200
RDR1,Manihot esculenta,750,diploid,True,False,6,94,15.67,0,0,2,8,84,55,39
RDR1,Miscanthus sinensis,2080,diploid,True,False,9,782,86.89,6,5,15,53,703,142,640
RDR1,Panicum miliaceum,835,diploid,True,False,10,663,66.3,9,11,16,67,560,143,520
RDR1,Paspalum notatum,513,diploid,True,False,6,213,35.5,0,0,1,15,197,54,159
RDR1,Phaseolus vulgaris,530,diploid,True,False,13,277,21.31,0,1,4,22,250,84,193
RDR1,Pisum sativum,4450,diploid,True,False,12,2218,184.83,0,0,9,79,2130,43,2175
RDR1,Populus deltoides,425,diploid,True,False,11,250,22.73,11,3,3,39,194,80,170
RDR1,Populus trichocarpa,480,diploid,True,False,11,218,19.82,0,0,6,33,179,66,152
RDR1,Prunus persica,272,diploid,True,False,9,183,20.33,0,0,7,31,145,92,91
RDR1,Rubus occidentalis,240,diploid,True,False,10,211,21.1,1,5,8,23,174,107,104
RDR1,Setaria viridis,397,diploid,True,False,9,219,24.33,1,6,1,18,193,92,127
RDR1,Solanum lycopersicum,824,diploid,True,False,7,357,51.0,0,0,4,46,307,71,286
RDR1,Solanum tuberosum,1653,tetraploid,True,False,8,615,76.88,4,8,3,45,555,121,494
RDR1,Sorghum bicolor,709,diploid,True,False,7,201,28.71,0,1,6,25,169,44,157
RDR1,Spinacia oleracea,989,diploid,True,False,9,366,40.67,2,1,6,16,341,72,294
RDR1,Thlaspi arvense,539,diploid,True,False,6,54,9.0,0,0,0,9,45,9,45
RDR1,Vicia faba,11900,diploid,True,False,12,5354,446.17,0,0,19,326,5009,56,5298
RDR1,Vigna unguiculata,641,diploid,True,False,10,262,26.2,6,6,8,18,224,112,150
RDR1,Vitis vinifera,486,diploid,True,False,6,132,22.0,3,1,4,12,112,48,84
RDR1,Zea mays,2500,diploid,True,False,9,643,71.44,0,1,4,63,575,65,578
RDR1,brassica rapa,353,diploid,True,False,8,69,8.62,0,0,0,7,62,37,32
RDR1,musa acuminata,523,diploid,True,False,4,176,44.0,0,0,4,28,144,77,99
