gene,species,genome_size_mb,ploidy,found_in_genome,needs_manual_recovery,n_guides,ot_total,ot_per_guide,ot_mm0,ot_mm1,ot_mm2,ot_mm3,ot_mm4,ot_genic,ot_intergenic
RPB2,Solanum tuberosum,1653,tetraploid,True,False,1,4,4.0,0,0,0,0,4,1,3
RPB2,Sorghum bicolor,709,diploid,True,False,2,1,0.5,0,0,0,1,0,1,0
RPB2,Spinacia oleracea,989,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RPB2,Thlaspi arvense,539,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RPB2,Vicia faba,11900,diploid,True,False,3,20,6.67,0,0,0,0,20,0,20
RPB2,Vigna unguiculata,641,diploid,True,False,3,0,0.0,0,0,0,0,0,0,0
RPB2,Vitis vinifera,486,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RPB2,Zea mays,2500,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RPL40B,Arabidopsis thaliana,135,diploid,True,False,2,17,8.5,0,2,3,5,7,17,0
RPL40B,Asparagus officinalis,1200,diploid,True,False,2,4,2.0,0,2,0,2,0,4,0
RPL40B,Beta vulgaris,558,diploid,True,False,2,26,13.0,8,5,0,4,9,11,15
RPL40B,Brassica napus,976,tetraploid,True,False,1,25,25.0,3,8,2,3,9,24,1
RPL40B,Brassica rapa,353,diploid,True,False,1,1,1.0,0,0,0,0,1,1,0
RPL40B,Camelina sativa,785,hexaploid,True,False,3,52,17.33,6,5,4,22,15,9,43
RPL40B,Ceratopteris richardii,7400,diploid,True,False,3,77,25.67,0,0,9,28,40,41,36
RPL40B,Chenopodium quinoa,1300,tetraploid,True,False,2,28,14.0,2,1,7,8,10,28,0
RPL40B,Cicer arietinum,740,diploid,True,False,4,20,5.0,0,4,3,3,10,17,3
RPL40B,Coffea canephora,569,diploid,True,False,2,47,23.5,7,14,7,4,15,42,5
RPL40B,Corylus avellana,378,diploid,True,False,1,7,7.0,0,1,2,1,3,6,1
RPL40B,Daucus carota,430,diploid,True,False,3,28,9.33,1,0,6,9,12,24,4
RPL40B,Eruca vesicaria,851,diploid,True,False,1,19,19.0,1,4,5,5,4,0,19
RPL40B,Fragaria ananassa,806,octoploid,True,False,1,37,37.0,3,2,2,4,26,8,29
RPL40B,Glycine max,1115,diploid,True,False,1,9,9.0,0,0,0,3,6,8,1
RPL40B,Gossypium hirsutum,2300,tetraploid,True,False,2,28,14.0,4,4,5,6,9,21,7
RPL40B,Lotus japonicus,554,diploid,True,False,1,1,1.0,0,1,0,0,0,1,0
RPL40B,Lupinus angustifolius,924,diploid,True,False,2,10,5.0,0,3,3,0,4,9,1
RPL40B,Malus domestica,703,diploid,True,False,1,9,9.0,3,1,4,1,0,9,0
RPL40B,Manihot esculenta,750,diploid,True,False,1,9,9.0,0,2,2,0,5,9,0
RPL40B,Miscanthus sinensis,2080,diploid,True,False,1,37,37.0,0,2,3,19,13,33,4
RPL40B,Musa acuminata,523,diploid,True,False,1,0,0.0,0,0,0,0,0,0,0
RPL40B,Phaseolus vulgaris,530,diploid,True,False,1,2,2.0,0,0,0,0,2,2,0
RPL40B,Pisum sativum,4450,diploid,True,False,3,25,8.33,0,3,2,7,13,6,19
RPL40B,Populus deltoides,425,diploid,True,False,2,33,16.5,0,4,6,5,18,29,4
RPL40B,Populus trichocarpa,480,diploid,True,False,2,34,17.0,2,3,7,9,13,30,4
RPL40B,Prunus persica,272,diploid,True,False,1,4,4.0,0,1,1,2,0,4,0
RPL40B,Solanum lycopersicum,824,diploid,True,False,2,1,0.5,0,0,0,1,0,1,0
RPL40B,Solanum tuberosum,1653,tetraploid,True,False,1,2,2.0,0,0,0,0,2,1,1
RPL40B,Spinacia oleracea,989,diploid,True,False,3,12,4.0,0,0,0,5,7,6,6
RPL40B,Thlaspi arvense,539,diploid,True,False,1,7,7.0,0,0,2,1,4,5,2
RPL40B,Vicia faba,11900,diploid,True,False,4,64,16.0,0,3,3,3,55,24,40
RPL40B,Vigna unguiculata,641,diploid,True,False,1,1,1.0,0,0,0,0,1,1,0
RPL40B,Zea mays,2500,diploid,True,False,1,7,7.0,0,0,2,0,5,4,3
RDR1,Aegilops tauschii,4200,diploid,True,False,2,3,1.5,1,1,0,0,1,2,1
RDR1,Arabidopsis thaliana,135,diploid,True,False,3,1,0.33,0,0,0,0,1,0,1
RDR1,Asparagus officinalis,1200,diploid,True,False,3,7,2.33,0,0,0,1,6,1,6
RDR1,Beta vulgaris,558,diploid,True,False,4,4,1.0,0,0,0,0,4,2,2
RDR1,Brachypodium distachyon,355,diploid,True,False,1,0,0.0,0,0,0,0,0,0,0
RDR1,Brassica napus,976,tetraploid,True,False,3,4,1.33,1,0,1,0,2,3,1
RDR1,Brassica rapa,353,diploid,True,False,3,0,0.0,0,0,0,0,0,0,0
RDR1,Camelina sativa,785,hexaploid,True,False,3,8,2.67,0,5,3,0,0,6,2
RDR1,Ceratopteris richardii,7400,diploid,True,False,1,0,0.0,0,0,0,0,0,0,0
RDR1,Chenopodium quinoa,1300,tetraploid,True,False,4,10,2.5,0,3,0,0,7,3,7
RDR1,Cicer arietinum,740,diploid,True,False,3,2,0.67,0,0,0,0,2,0,2
RDR1,Coffea canephora,569,diploid,True,False,3,47,15.67,1,2,2,5,37,14,33
RDR1,Corylus avellana,378,diploid,True,False,3,7,2.33,3,0,0,0,4,4,3
RDR1,Cucumis sativus,367,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RDR1,Daucus carota,430,diploid,True,False,3,6,2.0,1,2,0,0,3,3,3
RDR1,Eleusine coracana,1100,tetraploid,True,False,3,8,2.67,3,0,0,0,5,3,5
RDR1,Eruca vesicaria,851,diploid,True,False,2,1,0.5,0,0,0,0,1,0,1
RDR1,Fragaria ananassa,806,octoploid,True,False,4,26,6.5,16,0,0,1,9,21,5
RDR1,Glycine max,1115,diploid,True,False,4,6,1.5,2,1,0,0,3,0,6
RDR1,Gossypium hirsutum,2300,tetraploid,True,False,5,109,21.8,5,0,0,7,97,14,95
RDR1,Helianthus annuus,3000,diploid,True,False,4,39,9.75,0,1,4,3,31,8,31
RDR1,Hordeum vulgare,5100,diploid,True,False,2,4,2.0,2,0,0,0,2,2,2
RDR1,Lactuca sativa,2600,diploid,True,False,3,3,1.0,0,1,0,1,1,3,0
RDR1,Lotus japonicus,554,diploid,True,False,3,4,1.33,4,0,0,0,0,4,0
RDR1,Lupinus angustifolius,924,diploid,True,False,3,1,0.33,0,0,0,0,1,0,1
RDR1,Malus domestica,703,diploid,True,False,3,15,5.0,0,2,4,2,7,12,3
RDR1,Manihot esculenta,750,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RDR1,Miscanthus sinensis,2080,diploid,True,False,3,8,2.67,0,2,1,1,4,4,4
RDR1,Musa acuminata,523,diploid,True,False,3,5,1.67,0,0,0,2,3,2,3
RDR1,Panicum miliaceum,835,diploid,True,False,2,6,3.0,0,3,3,0,0,0,6
RDR1,Paspalum notatum,513,diploid,True,False,3,0,0.0,0,0,0,0,0,0,0
RDR1,Phaseolus vulgaris,530,diploid,True,False,4,4,1.0,0,0,0,0,4,0,4
RDR1,Pisum sativum,4450,diploid,True,False,2,1,0.5,0,0,0,0,1,0,1
RDR1,Populus deltoides,425,diploid,True,False,2,2,1.0,2,0,0,0,0,2,0
RDR1,Populus trichocarpa,480,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RDR1,Prunus persica,272,diploid,True,False,3,0,0.0,0,0,0,0,0,0,0
RDR1,Rubus occidentalis,240,diploid,True,False,4,8,2.0,3,0,0,2,3,8,0
RDR1,Setaria viridis,397,diploid,True,False,2,1,0.5,0,0,0,1,0,1,0
RDR1,Solanum lycopersicum,824,diploid,True,False,2,0,0.0,0,0,0,0,0,0,0
RDR1,Solanum tuberosum,1653,tetraploid,True,False,2,4,2.0,2,0,0,0,2,2,2
RDR1,Sorghum bicolor,709,diploid,True,False,3,0,0.0,0,0,0,0,0,0,0
RDR1,Spinacia oleracea,989,diploid,True,False,2,2,1.0,2,0,0,0,0,2,0
RDR1,Thlaspi arvense,539,diploid,True,False,3,0,0.0,0,0,0,0,0,0,0
RDR1,Vicia faba,11900,diploid,True,False,3,2,0.67,0,0,0,0,2,0,2
RDR1,Vigna unguiculata,641,diploid,True,False,2,5,2.5,0,1,3,0,1,4,1
RDR1,Vitis vinifera,486,diploid,True,False,3,10,3.33,1,2,0,2,5,4,6
RDR1,Zea mays,2500,diploid,True,False,3,0,0.0,0,0,0,0,0,0,0
